age,listening_time,songs_played_per_day,skip_rate,is_churned
31,212,24,0.44,0
49,78,22,0.48,1
16,278,77,0.47,0
31,170,16,0.16,1
44,210,29,0.29,0
48,99,12,0.57,0
53,65,47,0.43,0
48,138,38,0.59,0
47,47,71,0.43,0
18,152,57,0.38,0
48,96,86,0.32,0
22,261,32,0.31,0
35,156,63,0.45,0
42,268,64,0.22,0
31,246,92,0.3,0
32,243,79,0.36,1
37,218,76,0.44,1
24,68,27,0.54,0
19,16,48,0.45,0
38,89,86,0.12,0
44,11,82,0.37,1
48,169,93,0.15,0
56,225,53,0.27,0
30,21,67,0.37,0
17,164,18,0.13,0
28,240,28,0.22,0
32,58,97,0.27,1
24,243,64,0.1,0
26,133,91,0.14,1
22,201,43,0.11,0
27,291,11,0.51,1
50,291,18,0.55,0
37,96,23,0.36,0
49,34,93,0.37,0
48,33,52,0.43,1
45,166,59,0.56,0
58,297,56,0.53,1
35,204,40,0.17,0
36,182,81,0.26,0
33,102,18,0.09,0
28,119,25,0.52,0
32,274,62,0.51,1
34,177,11,0.34,0
20,163,96,0.11,0
58,103,54,0.28,1
30,136,16,0.22,0
33,266,45,0.39,1
34,29,43,0.53,0
20,266,36,0.46,0
39,172,58,0.45,0
28,33,28,0.18,1
32,110,50,0.01,0
48,69,79,0.45,0
49,191,48,0.03,1
59,229,96,0.35,0
21,286,5,0.31,0
18,158,89,0.26,0
55,136,64,0.28,1
48,102,51,0.36,0
17,227,41,0.47,0
36,40,37,0.52,0
27,138,40,0.28,0
48,251,11,0.24,0
20,174,70,0.32,0
49,23,7,0.43,0
22,280,10,0.32,0
54,242,23,0.15,0
55,28,33,0.23,1
25,173,71,0.38,0
36,108,57,0.35,0
32,161,20,0.01,1
33,204,88,0.13,0
58,208,68,0.19,1
32,157,43,0.26,0
41,273,57,0.46,1
39,251,3,0.27,1
29,215,38,0.55,1
42,206,47,0.35,0
56,162,29,0.32,1
29,254,30,0.4,0
48,171,56,0.41,0
24,131,38,0.27,0
44,250,21,0.48,0
21,37,55,0.29,0
44,263,36,0.14,0
25,123,20,0.2,1
56,294,99,0.01,0
46,150,77,0.5,0
47,248,23,0.35,0
18,221,99,0.15,0
21,167,48,0.21,0
56,242,85,0.1,0
56,295,26,0.53,0
21,282,21,0.02,0
48,31,46,0.08,1
59,71,45,0.22,0
37,10,90,0.09,0
44,269,9,0.44,0
20,105,80,0.4,0
50,98,4,0.52,0
22,97,62,0.33,1
47,52,43,0.04,0
37,242,23,0.56,0
48,44,56,0.5,0
22,180,23,0.0,0
58,255,90,0.0,0
32,65,25,0.02,1
21,131,55,0.21,0
28,98,25,0.59,1
46,116,10,0.54,1
43,256,4,0.42,0
22,169,41,0.47,0
58,99,12,0.51,1
16,110,24,0.45,0
55,178,86,0.24,0
47,104,39,0.21,0
31,79,57,0.47,0
58,70,54,0.1,1
44,199,90,0.53,0
37,262,30,0.42,0
23,294,27,0.37,1
50,74,80,0.59,0
47,45,95,0.43,0
50,131,27,0.57,0
43,165,14,0.06,1
46,27,26,0.22,0
36,199,97,0.52,0
41,107,59,0.4,0
39,49,84,0.3,0
50,265,77,0.44,0
22,106,76,0.07,0
49,103,34,0.18,0
59,224,92,0.36,0
57,243,42,0.32,0
34,17,82,0.48,0
51,173,61,0.35,1
46,97,56,0.26,0
22,162,44,0.01,0
52,147,9,0.11,0
50,27,55,0.08,0
27,88,52,0.1,0
38,294,55,0.31,0
59,235,46,0.3,1
45,296,5,0.39,1
31,249,86,0.57,0
22,197,85,0.03,0
24,221,67,0.58,0
44,46,20,0.23,0
59,18,95,0.46,0
34,105,24,0.58,0
28,256,84,0.21,0
40,253,55,0.09,0
33,27,66,0.4,1
27,224,88,0.01,0
56,24,29,0.16,0
26,102,2,0.04,0
54,231,41,0.15,0
32,275,95,0.1,0
26,70,7,0.5,0
45,247,79,0.06,0
58,290,49,0.14,1
32,50,80,0.07,0
40,50,39,0.2,0
44,254,33,0.04,1
17,166,53,0.32,0
29,262,28,0.4,0
47,208,48,0.38,1
24,36,47,0.08,0
59,207,9,0.06,0
21,281,84,0.34,0
17,50,19,0.32,0
42,80,71,0.34,1
24,17,88,0.0,0
28,267,64,0.02,1
26,126,41,0.2,0
50,53,5,0.36,1
21,113,70,0.07,0
51,165,43,0.39,1
30,43,99,0.51,0
48,243,65,0.23,0
19,192,79,0.22,0
53,151,22,0.54,1
30,23,55,0.12,0
16,188,95,0.25,0
39,125,43,0.42,1
51,264,94,0.49,1
33,253,67,0.54,0
34,48,87,0.04,0
41,17,95,0.23,0
57,76,92,0.51,0
24,239,37,0.27,1
24,98,36,0.29,0
26,229,61,0.29,0
17,296,80,0.02,0
26,235,51,0.08,0
45,49,96,0.14,1
49,221,82,0.59,1
48,103,80,0.24,0
18,72,11,0.46,1
23,256,3,0.38,0
45,18,79,0.3,0
58,204,98,0.09,0
28,22,59,0.22,0
48,68,35,0.29,0
18,23,58,0.5,0
47,75,72,0.0,0
48,131,45,0.29,0
22,42,78,0.26,0
38,96,90,0.07,0
24,114,88,0.35,0
26,12,97,0.14,1
40,295,82,0.41,1
53,79,25,0.39,0
21,41,32,0.46,0
39,273,10,0.53,0
52,241,20,0.0,0
40,242,18,0.37,0
52,149,6,0.39,0
17,232,88,0.22,1
19,286,67,0.16,0
16,12,98,0.22,0
46,231,72,0.25,0
29,49,30,0.34,0
26,237,33,0.16,0
27,284,76,0.41,1
57,109,69,0.3,0
20,156,49,0.36,0
36,123,62,0.05,1
32,87,48,0.07,0
47,59,53,0.37,0
25,170,97,0.31,0
36,190,49,0.15,0
22,170,10,0.19,0
58,71,11,0.58,0
50,213,16,0.49,0
20,115,74,0.12,0
20,99,58,0.17,1
53,14,47,0.08,0
22,211,19,0.24,1
58,17,17,0.21,1
28,122,36,0.04,1
37,263,20,0.3,1
57,162,41,0.56,0
29,81,90,0.29,0
32,223,31,0.01,0
37,209,37,0.02,0
17,90,1,0.07,0
35,162,61,0.13,1
52,117,42,0.06,0
50,191,46,0.28,0
23,215,98,0.21,0
50,239,76,0.3,0
51,37,87,0.44,0
59,179,54,0.17,0
39,215,48,0.07,1
39,255,8,0.42,0
37,94,76,0.58,0
42,280,84,0.56,1
57,186,30,0.03,1
16,66,39,0.15,0
52,232,22,0.51,1
41,246,25,0.29,0
19,67,9,0.43,1
58,269,67,0.58,0
21,235,9,0.3,1
45,99,96,0.47,1
42,281,69,0.08,0
20,95,67,0.25,0
33,105,30,0.43,1
42,241,69,0.34,0
49,265,31,0.56,0
40,30,4,0.16,0
44,77,52,0.01,0
28,115,22,0.48,1
48,205,51,0.19,1
35,199,33,0.59,0
54,200,48,0.34,0
38,210,4,0.41,0
47,139,31,0.05,1
59,248,4,0.5,0
55,41,5,0.48,0
49,201,39,0.12,0
35,47,94,0.0,0
53,39,37,0.17,1
32,172,50,0.58,0
50,233,85,0.02,0
41,284,16,0.35,0
24,205,86,0.08,0
46,260,31,0.49,0
42,14,20,0.16,0
23,190,83,0.41,1
42,189,39,0.07,0
36,193,57,0.34,0
31,145,62,0.04,1
41,92,55,0.56,1
44,248,45,0.02,0
50,238,70,0.42,0
54,74,33,0.09,1
38,264,71,0.27,0
57,288,99,0.31,1
57,83,40,0.51,0
22,65,64,0.15,0
18,194,68,0.57,0
19,83,85,0.45,0
20,153,92,0.3,1
38,67,68,0.32,0
54,142,46,0.35,0
23,248,89,0.24,1
49,139,39,0.01,1
56,29,21,0.18,1
39,144,70,0.35,0
57,172,56,0.47,0
54,65,4,0.35,1
40,31,34,0.29,0
22,293,98,0.35,1
30,77,56,0.29,1
23,43,75,0.58,0
58,147,81,0.1,0
47,250,75,0.03,0
44,105,49,0.0,0
56,231,4,0.56,0
56,285,96,0.2,0
21,108,61,0.44,0
17,150,68,0.07,1
54,105,78,0.11,0
50,263,13,0.12,0
17,78,2,0.32,0
20,200,52,0.46,1
44,218,16,0.26,0
27,22,58,0.33,0
44,67,34,0.4,1
40,12,93,0.19,0
41,37,72,0.3,1
23,297,20,0.26,1
37,231,33,0.2,0
40,178,11,0.18,0
57,280,30,0.14,0
36,254,73,0.24,0
25,54,73,0.51,1
57,276,11,0.25,1
23,230,18,0.1,0
43,252,94,0.07,1
40,136,36,0.24,0
16,163,71,0.49,0
21,138,18,0.28,0
24,179,25,0.31,0
19,230,82,0.26,0
31,18,57,0.29,1
17,110,23,0.34,0
59,44,93,0.54,0
24,66,37,0.09,0
34,56,36,0.35,0
21,74,98,0.23,1
32,72,64,0.47,0
32,210,70,0.34,0
58,95,4,0.14,0
21,46,27,0.47,0
43,118,93,0.12,0
41,218,12,0.41,0
17,269,45,0.53,0
37,276,13,0.41,0
20,105,82,0.5,1
38,160,56,0.11,1
23,13,56,0.24,0
20,90,6,0.28,1
43,150,66,0.3,0
47,117,12,0.36,0
38,55,26,0.23,1
49,105,83,0.01,0
45,229,68,0.05,0
19,267,99,0.51,0
19,59,85,0.12,0
33,90,7,0.22,1
22,269,11,0.06,0
24,133,58,0.54,1
21,89,9,0.43,0
51,253,19,0.15,0
18,14,82,0.04,0
43,297,38,0.41,0
16,263,10,0.55,1
22,22,99,0.21,0
38,256,73,0.3,0
37,144,40,0.27,0
37,89,18,0.48,1
34,94,61,0.12,0
21,205,25,0.41,0
55,14,68,0.42,0
42,220,96,0.23,0
57,80,93,0.24,1
21,55,79,0.19,0
19,47,56,0.02,0
52,126,95,0.38,0
22,70,18,0.28,0
20,132,80,0.35,1
49,53,99,0.22,1
33,162,70,0.51,0
44,274,76,0.07,0
36,290,88,0.43,0
37,100,93,0.33,0
58,38,21,0.16,0
39,204,48,0.36,1
23,96,90,0.48,0
17,125,18,0.35,0
24,50,50,0.47,1
18,188,79,0.22,0
38,32,44,0.19,0
44,40,29,0.5,0
23,169,76,0.49,1
37,291,24,0.36,0
17,203,57,0.0,1
22,185,21,0.51,1
23,101,56,0.21,0
20,250,97,0.24,0
20,224,68,0.44,0
59,34,78,0.17,0
42,77,15,0.18,0
21,81,51,0.24,0
47,216,75,0.19,0
30,154,13,0.33,0
40,137,5,0.58,0
24,160,42,0.05,0
20,13,48,0.52,0
55,180,55,0.34,0
30,285,39,0.35,0
22,192,78,0.11,0
34,113,8,0.56,0
39,158,90,0.3,1
36,231,91,0.22,0
40,99,15,0.58,0
57,117,38,0.53,0
54,73,48,0.07,1
21,21,20,0.18,0
40,154,67,0.26,0
47,136,82,0.17,0
33,107,55,0.37,1
37,87,84,0.25,0
33,186,37,0.11,0
16,51,85,0.17,0
53,285,30,0.46,0
23,207,86,0.06,0
46,252,85,0.53,0
16,40,89,0.21,0
51,41,85,0.48,0
39,159,77,0.15,1
39,29,87,0.03,0
26,234,31,0.41,0
17,283,32,0.06,0
19,261,49,0.06,0
59,100,66,0.43,0
54,12,19,0.46,0
25,215,82,0.42,1
49,163,48,0.56,0
56,31,19,0.45,0
31,230,54,0.31,1
59,136,62,0.39,1
41,173,71,0.33,0
44,149,54,0.17,0
40,212,75,0.3,0
19,276,59,0.27,0
50,47,62,0.41,0
30,200,80,0.28,0
54,238,57,0.51,0
34,75,92,0.43,0
35,60,45,0.27,0
56,140,37,0.6,0
31,222,39,0.17,0
22,215,32,0.44,0
49,214,41,0.59,1
51,16,64,0.36,1
24,224,60,0.2,0
44,89,34,0.46,0
18,156,32,0.21,0
57,149,14,0.4,0
38,20,93,0.32,1
16,255,71,0.02,1
40,152,7,0.44,0
39,224,35,0.52,1
32,214,99,0.46,1
51,295,27,0.04,1
59,149,46,0.53,0
52,167,29,0.09,0
59,182,3,0.24,0
16,157,46,0.14,0
22,15,49,0.22,0
41,199,10,0.49,0
49,201,48,0.22,0
24,183,76,0.04,0
38,240,78,0.41,0
40,114,12,0.23,0
16,150,71,0.1,1
28,61,92,0.55,0
51,51,59,0.14,0
48,239,49,0.23,0
54,113,26,0.31,1
26,237,33,0.03,0
44,194,17,0.49,0
46,212,50,0.51,1
27,62,3,0.07,0
25,270,54,0.18,0
30,71,46,0.25,0
18,209,2,0.11,0
31,120,42,0.16,0
30,277,85,0.2,1
35,248,92,0.18,1
42,163,3,0.46,0
44,117,15,0.12,0
42,235,61,0.48,0
27,255,22,0.01,0
39,191,16,0.31,0
32,113,90,0.48,0
57,86,39,0.53,1
54,97,94,0.3,0
19,254,52,0.1,0
32,290,54,0.28,1
58,241,64,0.28,0
38,182,49,0.05,0
37,172,45,0.51,0
18,73,38,0.6,1
32,152,51,0.29,0
35,37,48,0.0,0
47,292,48,0.13,1
45,62,31,0.36,0
31,263,43,0.06,1
20,58,48,0.35,0
52,113,35,0.23,0
50,40,91,0.52,1
20,216,17,0.19,1
36,35,18,0.52,0
17,289,85,0.57,0
28,255,24,0.15,0
29,277,8,0.18,0
43,161,82,0.47,0
48,113,94,0.18,0
40,277,21,0.41,0
51,190,90,0.54,1
19,256,46,0.42,1
57,294,88,0.12,0
26,97,41,0.22,0
49,39,26,0.22,0
56,264,91,0.47,0
33,285,94,0.07,0
44,78,36,0.16,0
54,144,77,0.05,0
19,239,21,0.59,1
24,122,54,0.11,0
43,142,83,0.55,0
24,133,60,0.18,0
17,259,90,0.39,0
41,161,83,0.05,0
43,218,63,0.14,1
51,51,78,0.29,1
48,282,11,0.2,1
57,277,61,0.08,0
30,242,28,0.38,1
27,11,50,0.32,0
51,90,56,0.2,0
39,152,1,0.4,0
29,235,86,0.48,0
29,256,47,0.58,0
19,232,21,0.16,1
33,237,62,0.41,0
21,207,62,0.2,0
21,101,30,0.52,1
57,291,51,0.42,0
18,135,16,0.54,0
56,238,75,0.33,0
37,53,32,0.24,1
31,105,67,0.19,0
26,211,48,0.17,0
48,137,8,0.15,0
34,16,47,0.28,1
57,120,14,0.03,0
16,260,56,0.4,1
25,100,41,0.25,0
23,249,69,0.16,0
20,111,13,0.5,0
27,196,25,0.58,0
28,164,79,0.42,0
22,230,57,0.12,0
49,128,4,0.49,0
50,59,55,0.26,0
59,87,99,0.31,0
46,229,33,0.13,0
46,220,63,0.1,0
59,208,84,0.15,0
46,108,14,0.38,0
25,13,86,0.47,0
58,118,52,0.3,0
29,169,71,0.58,0
32,267,66,0.29,1
46,28,19,0.25,1
30,244,64,0.21,0
21,284,91,0.53,0
18,226,64,0.46,0
28,243,8,0.15,0
31,253,83,0.09,0
55,265,85,0.07,0
16,165,96,0.29,0
36,205,21,0.36,0
55,97,5,0.28,0
35,25,85,0.07,0
32,38,88,0.53,0
54,152,88,0.21,0
31,100,32,0.13,1
43,225,4,0.37,0
17,13,54,0.39,1
45,27,63,0.1,0
59,246,87,0.32,1
30,27,92,0.08,1
16,56,20,0.01,0
38,273,28,0.25,0
30,185,36,0.15,1
52,132,44,0.33,0
30,108,89,0.09,0
37,214,68,0.39,0
19,159,60,0.04,0
57,91,22,0.03,0
49,56,51,0.31,0
50,125,7,0.14,0
36,148,49,0.01,0
32,99,62,0.22,1
20,248,78,0.27,1
54,169,38,0.15,0
32,126,57,0.02,1
32,189,95,0.17,1
31,81,36,0.43,0
31,75,15,0.23,0
42,98,29,0.34,0
53,24,7,0.32,1
19,75,76,0.28,0
51,140,21,0.4,0
18,210,89,0.57,1
51,54,53,0.1,0
27,26,95,0.17,1
29,203,72,0.58,0
16,268,98,0.59,1
52,36,77,0.52,0
47,268,20,0.12,0
21,24,31,0.3,1
25,54,43,0.0,0
20,190,41,0.38,1
59,285,72,0.34,0
54,271,82,0.11,0
34,58,54,0.13,0
46,68,80,0.02,0
50,245,50,0.07,0
19,257,43,0.33,1
37,53,59,0.13,0
53,13,39,0.44,0
53,58,96,0.43,0
54,174,89,0.3,1
33,29,54,0.04,1
49,280,51,0.37,0
39,277,91,0.11,0
32,296,1,0.02,0
37,171,42,0.15,0
28,270,5,0.09,0
36,29,55,0.27,0
42,65,87,0.24,0
22,232,70,0.55,1
21,90,65,0.4,0
54,182,78,0.25,1
58,47,96,0.35,1
25,107,83,0.13,0
37,12,87,0.42,0
33,204,96,0.5,0
57,292,23,0.07,0
44,213,56,0.06,1
37,286,75,0.21,0
46,116,49,0.45,0
57,266,19,0.36,0
42,74,96,0.42,0
25,171,52,0.36,0
36,164,66,0.1,0
56,216,73,0.56,0
25,26,24,0.01,0
42,129,77,0.55,1
36,94,99,0.32,0
59,117,12,0.48,0
46,298,18,0.27,0
33,151,69,0.51,0
53,111,65,0.28,0
58,135,34,0.22,0
48,179,36,0.34,0
44,142,51,0.09,1
39,61,42,0.27,1
57,123,62,0.04,0
28,89,22,0.13,0
33,56,87,0.44,0
17,181,73,0.13,0
49,170,2,0.17,1
48,249,5,0.36,0
27,246,60,0.14,0
38,226,61,0.17,1
54,274,32,0.03,0
44,293,95,0.45,0
30,150,78,0.47,0
52,44,43,0.03,0
53,27,2,0.08,0
17,233,93,0.3,1
20,166,37,0.44,0
27,63,4,0.01,0
28,208,96,0.26,0
35,276,25,0.49,0
41,200,70,0.38,1
51,143,6,0.34,1
19,206,66,0.55,0
18,19,74,0.31,0
51,230,72,0.05,0
49,130,69,0.43,0
46,239,64,0.57,0
31,104,69,0.4,0
49,76,97,0.09,0
47,191,44,0.53,0
21,208,91,0.2,1
20,111,55,0.3,0
35,287,72,0.37,0
37,38,32,0.04,1
45,160,98,0.31,0
49,150,85,0.04,0
50,286,10,0.58,0
39,216,74,0.3,0
20,80,67,0.31,0
50,38,19,0.42,0
39,184,77,0.21,0
35,70,23,0.28,0
40,267,17,0.14,0
19,256,59,0.41,0
52,166,91,0.04,0
29,49,12,0.34,0
22,166,97,0.54,0
45,131,78,0.13,1
55,190,68,0.13,1
30,211,57,0.15,0
55,248,54,0.48,0
54,206,21,0.56,0
42,293,9,0.35,0
42,15,27,0.14,1
50,115,68,0.19,0
48,189,5,0.54,1
56,117,82,0.22,0
32,72,57,0.52,0
43,180,15,0.13,1
57,294,9,0.37,0
23,177,47,0.41,1
49,85,25,0.14,1
44,269,51,0.47,1
16,27,19,0.03,1
27,38,38,0.38,0
37,216,57,0.12,1
46,202,84,0.48,1
45,103,82,0.25,0
19,85,98,0.23,0
19,283,3,0.49,0
44,203,69,0.2,0
27,77,5,0.49,0
37,100,99,0.15,0
16,113,43,0.37,0
48,175,23,0.59,1
44,90,47,0.59,0
56,47,49,0.54,0
44,94,13,0.23,0
22,11,89,0.52,0
18,299,3,0.23,0
57,191,28,0.12,0
48,250,40,0.13,0
33,298,34,0.15,0
29,286,83,0.5,0
42,58,55,0.33,0
16,172,66,0.54,0
26,14,16,0.34,0
16,93,58,0.45,0
57,175,96,0.03,0
57,272,65,0.17,0
33,242,99,0.03,1
23,40,24,0.28,0
37,273,15,0.45,0
46,280,76,0.03,0
16,30,40,0.32,0
28,215,29,0.02,0
25,231,2,0.59,0
21,26,17,0.12,0
22,55,45,0.1,0
33,171,13,0.49,0
41,90,7,0.45,0
20,39,94,0.53,0
17,256,61,0.39,0
50,33,88,0.11,0
37,281,16,0.33,0
49,57,82,0.18,0
16,41,4,0.45,0
48,58,14,0.32,0
50,132,14,0.5,1
18,169,45,0.04,0
53,258,73,0.19,0
17,197,26,0.48,1
52,173,19,0.25,0
48,63,19,0.57,0
53,44,78,0.16,0
37,257,63,0.09,0
55,79,26,0.08,1
44,189,1,0.42,1
42,166,8,0.44,0
21,142,80,0.01,0
50,200,73,0.43,0
28,39,83,0.5,0
33,51,67,0.41,0
44,278,37,0.52,0
41,166,18,0.01,0
21,282,51,0.05,0
28,179,62,0.37,0
56,208,54,0.46,1
40,63,54,0.31,0
24,163,55,0.2,0
22,111,80,0.14,0
26,60,12,0.5,0
18,183,74,0.27,0
54,175,6,0.54,1
27,197,29,0.21,0
46,283,61,0.19,0
21,58,37,0.07,0
31,190,66,0.13,1
31,64,25,0.11,0
53,29,57,0.21,0
33,241,29,0.2,1
52,40,84,0.08,0
18,154,71,0.24,0
33,105,67,0.57,1
55,197,12,0.37,0
48,123,60,0.11,1
19,169,43,0.07,0
58,298,85,0.35,0
32,96,35,0.03,1
53,292,72,0.29,1
51,159,73,0.47,0
52,29,23,0.11,0
51,143,7,0.31,1
17,154,37,0.03,0
50,107,76,0.02,1
41,86,19,0.26,0
29,52,23,0.27,0
40,83,68,0.39,1
18,247,26,0.4,1
48,89,90,0.34,1
29,290,28,0.39,1
30,251,54,0.2,0
37,242,36,0.13,0
59,152,80,0.07,1
48,260,41,0.45,1
56,263,52,0.3,0
45,37,92,0.47,0
36,27,89,0.51,0
44,198,41,0.53,0
58,269,92,0.59,0
25,30,74,0.26,1
47,112,73,0.11,0
25,128,77,0.03,1
26,185,76,0.3,0
59,296,16,0.54,0
41,65,92,0.21,0
39,91,44,0.08,0
42,95,77,0.44,0
37,43,54,0.39,0
27,232,65,0.44,0
44,57,63,0.52,0
38,130,4,0.52,1
57,225,9,0.03,1
47,180,62,0.24,0
31,275,61,0.34,0
38,262,39,0.34,0
55,39,25,0.21,0
24,191,54,0.58,0
57,58,41,0.0,0
21,283,45,0.42,0
46,24,1,0.34,1
58,130,80,0.17,0
28,119,9,0.5,1
20,38,11,0.47,0
26,292,13,0.26,0
23,173,83,0.24,1
21,120,70,0.08,0
36,236,41,0.46,1
37,18,18,0.16,0
28,62,61,0.5,0
50,231,86,0.58,0
52,79,24,0.13,0
43,146,83,0.59,0
54,36,68,0.35,1
47,195,53,0.37,1
17,115,80,0.1,0
18,109,20,0.04,1
43,159,75,0.24,0
20,215,41,0.58,0
38,136,53,0.3,0
56,52,2,0.17,0
32,61,91,0.47,0
31,117,84,0.48,0
53,77,47,0.31,0
43,154,74,0.49,0
27,207,78,0.37,0
22,36,20,0.27,1
51,179,35,0.02,0
54,19,53,0.29,1
22,73,20,0.09,0
51,230,84,0.43,1
58,253,98,0.17,0
57,295,76,0.39,1
19,120,43,0.15,0
45,137,5,0.41,0
28,157,91,0.59,1
54,144,49,0.27,1
55,34,70,0.38,0
31,56,96,0.47,1
44,191,25,0.26,0
17,291,4,0.02,0
45,151,51,0.55,0
26,200,82,0.5,1
52,224,76,0.16,0
30,211,41,0.3,0
57,45,59,0.12,0
44,95,71,0.38,1
29,33,1,0.49,0
42,101,49,0.31,0
21,52,94,0.05,0
23,254,35,0.57,0
39,31,85,0.13,0
19,114,35,0.04,0
34,55,3,0.34,0
56,50,99,0.32,1
42,181,65,0.14,1
28,176,26,0.16,0
19,71,1,0.19,0
56,119,92,0.14,0
43,266,9,0.07,0
55,83,43,0.53,1
16,240,94,0.09,0
54,118,25,0.16,1
32,276,23,0.38,0
42,112,34,0.53,1
55,10,82,0.56,1
29,113,97,0.23,0
33,262,42,0.41,1
54,59,96,0.49,0
36,244,27,0.51,1
57,182,91,0.27,0
32,265,38,0.08,0
58,199,41,0.08,0
34,295,81,0.54,0
56,78,3,0.36,0
59,126,98,0.13,0
40,53,42,0.25,0
58,203,57,0.47,1
56,88,1,0.47,0
45,294,23,0.21,0
34,255,6,0.2,1
57,113,60,0.21,0
24,173,23,0.09,0
56,265,97,0.28,0
37,12,22,0.32,1
25,165,22,0.16,0
28,168,58,0.09,0
30,185,18,0.22,0
25,136,52,0.37,1
57,299,68,0.06,0
30,59,47,0.22,1
52,220,66,0.06,1
52,207,80,0.11,0
38,80,15,0.47,0
28,262,25,0.56,0
28,299,93,0.29,0
56,261,83,0.14,1
41,178,75,0.22,0
36,244,22,0.56,0
17,227,34,0.57,0
39,134,37,0.13,1
50,251,1,0.03,1
38,262,35,0.2,0
50,271,19,0.19,0
33,245,22,0.24,0
35,32,35,0.54,0
55,75,32,0.1,1
41,49,92,0.51,0
16,143,37,0.11,1
29,28,74,0.22,0
47,18,14,0.02,0
16,212,44,0.33,0
54,180,16,0.22,1
17,228,5,0.07,0
42,150,59,0.53,0
30,233,81,0.42,0
53,250,18,0.2,0
20,101,39,0.5,0
58,226,64,0.41,0
35,125,91,0.4,1
53,273,96,0.39,0
47,132,33,0.01,0
24,250,15,0.48,0
46,93,46,0.59,0
40,163,65,0.49,1
34,296,16,0.17,0
34,273,81,0.35,0
29,183,20,0.14,1
37,274,34,0.01,0
40,298,19,0.06,1
55,281,27,0.44,0
42,283,63,0.51,0
52,210,9,0.05,0
45,233,44,0.46,0
55,40,62,0.23,0
18,118,65,0.36,0
25,95,92,0.26,0
21,227,80,0.03,0
25,15,35,0.28,0
51,57,59,0.43,0
46,169,57,0.46,1
49,26,87,0.44,0
59,269,97,0.34,0
33,182,6,0.4,0
43,78,15,0.08,0
49,53,14,0.09,1
34,288,63,0.34,0
19,57,44,0.55,0
56,74,1,0.02,0
47,66,62,0.49,0
42,264,50,0.58,0
58,213,86,0.29,0
53,115,70,0.05,1
45,23,18,0.27,1
50,160,94,0.5,0
21,291,9,0.44,1
42,98,41,0.03,0
50,85,89,0.47,1
48,206,12,0.36,0
36,51,9,0.41,0
21,236,85,0.16,0
40,72,13,0.6,0
46,268,68,0.59,0
54,16,98,0.56,1
21,65,63,0.34,0
34,31,80,0.01,0
45,97,63,0.13,0
33,36,47,0.31,0
32,109,84,0.15,0
52,168,87,0.22,0
37,33,28,0.21,0
49,12,41,0.41,0
39,217,36,0.03,1
58,258,79,0.53,0
29,50,85,0.55,1
56,112,16,0.54,0
38,93,91,0.29,0
50,126,42,0.46,0
58,191,5,0.4,0
53,258,48,0.15,1
21,145,29,0.55,0
21,91,27,0.38,0
46,40,29,0.24,0
38,241,12,0.08,1
54,285,5,0.36,0
34,280,88,0.31,1
23,15,43,0.26,0
45,125,56,0.47,0
24,35,67,0.37,0
39,115,84,0.55,0
21,36,40,0.27,0
16,65,95,0.59,0
47,122,1,0.47,0
47,82,72,0.27,1
16,270,77,0.19,0
58,123,49,0.17,0
18,296,90,0.05,1
32,164,32,0.21,0
54,88,24,0.51,1
53,249,53,0.28,1
36,51,91,0.31,0
53,218,47,0.08,0
27,104,66,0.45,0
18,105,51,0.01,1
17,299,26,0.16,0
57,115,54,0.09,0
25,68,13,0.51,1
48,86,87,0.08,0
41,188,92,0.52,0
16,238,3,0.44,0
52,137,65,0.33,1
40,83,90,0.54,0
52,281,80,0.57,0
49,290,2,0.43,0
45,76,54,0.5,0
53,192,56,0.43,0
20,82,12,0.56,0
50,170,88,0.36,0
39,286,7,0.18,0
58,134,13,0.01,0
24,51,44,0.46,0
22,295,21,0.27,1
49,248,61,0.49,0
34,26,56,0.52,0
32,153,78,0.14,0
29,270,71,0.14,0
20,226,85,0.36,1
35,104,7,0.28,0
29,113,10,0.56,0
47,219,7,0.53,0
57,224,59,0.55,0
48,166,50,0.39,1
41,125,17,0.34,1
31,110,70,0.33,0
42,272,5,0.39,0
27,97,1,0.46,1
51,207,92,0.14,1
45,46,6,0.28,0
52,189,85,0.37,0
47,297,34,0.38,0
46,232,55,0.01,1
48,285,16,0.32,0
20,158,41,0.07,1
40,298,92,0.51,1
36,90,45,0.13,1
57,221,22,0.44,1
22,52,17,0.2,0
54,37,55,0.48,0
20,219,94,0.19,0
53,213,18,0.26,1
26,56,44,0.38,0
43,258,47,0.16,1
37,65,56,0.31,0
24,10,85,0.33,0
24,42,39,0.45,0
54,107,30,0.1,0
24,66,81,0.5,0
38,261,60,0.32,0
44,193,85,0.4,0
24,40,38,0.57,0
34,13,90,0.44,1
48,23,76,0.01,0
31,227,74,0.47,1
52,163,87,0.45,0
49,195,60,0.33,0
25,270,35,0.32,0
36,99,38,0.56,0
50,224,39,0.25,0
37,116,29,0.58,0
38,278,3,0.25,1
23,62,86,0.5,1
56,217,34,0.15,0
41,126,66,0.59,1
59,116,90,0.14,0
16,79,61,0.48,0
21,206,30,0.38,0
22,53,51,0.44,0
58,43,18,0.15,1
28,145,90,0.28,0
16,57,74,0.51,0
25,149,92,0.33,1
54,85,19,0.34,0
17,70,5,0.6,0
34,135,31,0.2,0
32,204,16,0.53,1
29,177,96,0.18,1
26,238,1,0.05,0
52,151,54,0.19,0
24,136,50,0.4,0
20,74,10,0.09,1
